,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
2413,1991-10-11,Frankie and Johnny, Drama Romance Comedy,6.714,17.833,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",en,Al Pacino,46.606,Michelle Pfeiffer,50.038,Hector Elizondo,61.405
2414,1991-10-11,Shattered, Mystery Thriller,6.137,14.942,Dan Merrick comes out from a shattering car accident with amnesia. He finds that he is married to Judith who is trying to help him start his life again. He keeps getting flashbacks about events and places that he can't remember. He meets pet shop owner and part time private detective Gus Klein who has supposedly done some work for him prior to the accident. Klein helps Merrick to find out more...,en,Tom Berenger,46.352,Bob Hoskins,21.566,Greta Scacchi,37.236
2415,1991-10-11,Stepping Out, Comedy Drama Music,5.833,5.87,"Mavis (Liza Minnelli) was a chorus line dancer on Broadway. Just as she was on the verge of getting more prominent roles, she fell in love. Her full-of-himself boyfriend moved them to Buffalo, far from the theater scene. As a musician, he plays with a band in the local clubs, often with the very talented Mavis singing at his elbow. But, they are just two bit players, mostly because of his total lack of ambition. On the side, Mavis runs a dance studio for ordinary folks. In her classes, among others, are a lovely nurse, a librarian, a lady with an overbearing husband, a lady with an unemployed son, a bossy middle aged housewife (Julie Walters) and a lone, divorced, very shy male. The studio pianist is a strong-willed senior (Shelley Winters). One day, a woman who operates a more prominent dance school in Buffalo invites Mavis and her class to perform a number in a charity dance recital.",en,Liza Minnelli,19.88,Shelley Winters,23.473,Robyn Stevan,3.344
2416,1991-10-18,Cool as Ice, Romance Music Comedy,5.0,19.157,"Freewheeling, motorcycle-riding musician Johnny rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally tracked down by two corrupt cops he escaped from years ago, who want the money he owes them.",en,Vanilla Ice,8.894,Kristin Minter,12.733,Naomi Campbell,15.635
2417,1991-10-18,Other People's Money, Comedy,6.086,14.246,"When a corporate raider threatens a hostile takeover of a 'mom and pop' company, the patriarch of the company enlists the help of his wife's attractive daughter—who is a lawyer—to stop the takeover. However, the raider soon becomes infatuated with her, and enjoys the legal manoeuvring as he tries to win her heart.",en,Danny DeVito,51.483,Gregory Peck,46.733,Penelope Ann Miller,23.31
2418,1991-10-23,House Party 2, Comedy,5.25,14.994,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,en,Christopher Reid,12.178,Christopher Martin,5.756,Tisha Campbell,14.637
2419,1991-10-25,The Butcher's Wife, Fantasy Comedy Romance,5.675,9.525,"A clairvoyant woman thinks that she's met her future husband because she's seen him in a dream. They marry and he takes her back to his butcher shop in New York city, where her powers tend to influence everyone she meets while working in the shop. Through her advice, she helps others and eventually finds the true man of her dreams.",en,Demi Moore,42.944,Jeff Daniels,32.055,George Dzundza,20.953
2420,1991-10-25,Curly Sue, Comedy Drama Family Romance,6.433,14.851,"Bill Dancer and his young companion Curly Sue are the classic homeless folks with hearts of gold. Their scams are aimed not at turning a profit, but at getting enough to eat. When they scam the rich and beautiful Grey Ellison into believing she backed her Mercedes into Bill, they're only hoping for a free meal. But Grey is touched, and over the objections of her snotty fiancé.",en,Jim Belushi,44.522,Alisan Porter,9.875,Kelly Lynch,41.08
2421,1991-11-01,29th Street, Comedy,7.0,6.873,"After winning $6.2 million in the 1976 New York State Lottery, he is arrested for throwing rocks at a church. He then tells his story at the police station.",en,Anthony LaPaglia,34.404,Danny Aiello,14.14,Lainie Kazan,21.439
2422,1991-11-01,Billy Bathgate, Crime,5.757,22.496,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.",en,Loren Dean,10.269,Dustin Hoffman,52.123,Nicole Kidman,100.631
2423,1991-11-01,The People Under the Stairs, Horror Comedy,6.548,19.841,"Trapped inside a fortified home owned by a mysterious couple, a young boy quickly learns the true nature of the homicidal inhabitants, and secret creatures hidden deep within the walls.",en,Brandon Quintin Adams,13.759,Everett McGill,15.149,Wendy Robie,15.646
2424,1991-11-02,Prisoner of Honor, Drama History TV Movie,6.1,11.448,"France, 1897. Colonel Georges Picquart challenges the French government when he discovers the obscure political maneuvers that led to the imprisonment of the Jewish Captain Alfred Dreyfus after being convicted of espionage in 1894.",en,Richard Dreyfuss,25.066,Oliver Reed,19.306,Peter Firth,15.547
2425,1991-11-08,All I Want for Christmas, Family Drama Comedy,5.674,16.554,Siblings Ethan and Hallie O'Fallon plot to get their divorced parents back together in time for Christmas.,en,Harley Jane Kozak,18.796,Jamey Sheridan,20.301,Thora Birch,38.515
2426,1991-11-08,Strictly Business, Comedy Romance,5.379,5.057,"Waymon has a great job in real estate and a promising future, but he's also trapped in a loveless longterm relationship. He meets Natalie, a beautiful club-hopping hipster, and quickly falls in love. Realizing he's just not cool enough to attract her on his own, he seeks the help of his friend Bobby, a free-spirited smooth talker who works in the mail room at Waymon's firm and utilizes the predicament as leverage to advance in the company.",en,Joseph C. Phillips,7.546,Halle Berry,48.696,Tommy Davidson,10.318
2427,1991-11-13,Cape Fear, Crime Thriller,7.262,38.287,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",en,Robert De Niro,65.44,Nick Nolte,36.292,Jessica Lange,39.48
2428,1991-11-15,And You Thought Your Parents Were Weird, Family Science Fiction Comedy,5.15,6.758,"Two boys follow in their late fathers foot steps by inventing weird and wonderful gadgets. Trouble lies ahead when after a halloween party the spirit of their father ends up in the latest invention, a robot.",en,Marcia Strassman,13.665,Joshua John Miller,14.886,Edan Gross,11.717
2429,1991-11-15,Kafka, Drama Mystery Science Fiction,6.313,13.039,"Kafka, an insurance worker gets embroiled in an underground group after a co-worker is murdered. The underground group is responsible for bombings all over town, attempting to thwart a secret organization that controls the major events in society. He eventually penetrates the secret organization and must confront them.",en,Jeremy Irons,40.349,Theresa Russell,18.899,Joel Grey,15.738
2430,1991-11-15,Meeting Venus, Comedy Drama Romance,5.8,8.217,"Celebrated Swedish opera star Karin Anderson is slated to appear in an internationally-telecast production of Tannhauser. Ms. Anderson balks at the notion of working with obscure Hungarian conductor Zoltan Szanto. The much-anticipated production may never get off the ground, thanks to labor-management difficulties, intramural jealousies, and clashing egos. Amidst all this chaos, the mismatched Anderson and Szanto fall in love.",en,Glenn Close,52.369,Niels Arestrup,16.113,Erland Josephson,18.484
2431,1991-11-22,The Addams Family, Comedy Fantasy,7.048,44.417,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",en,Raúl Juliá,20.496,Anjelica Huston,25.842,Christopher Lloyd,44.753
2432,1991-11-22,For the Boys, Drama Music,6.3,12.977,"On a USO tour during World War II, entertainer Eddie Sparks needs a partner to round out his act. Soon after hiring performer Dixie Leonard, Eddie decides he wants her out of the show — mostly because she upstages him. Dixie is close to leaving of her own accord, but her uncle, Art Silver, convinces her to stay. As the years and wars go by, Eddie and Dixie experience a tumultuous relationship onstage and off while they continue the act for the troops.",en,Bette Midler,25.473,James Caan,48.222,George Segal,18.28
2433,1991-11-27,Hearts of Darkness: A Filmmaker's Apocalypse, Documentary,7.887,13.921,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",en,Francis Ford Coppola,26.027,Eleanor Coppola,3.421,John Milius,10.319
2434,1991-11-27,My Girl, Comedy Drama,7.376,23.445,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",en,Macaulay Culkin,28.996,Anna Chlumsky,30.031,Dan Aykroyd,40.389
2435,1991-12-06,At Play in the Fields of the Lord, Drama Romance,6.4,13.661,"Martin and Hazel Quarrier are small-town fundamentalist missionaries sent to the jungles of South America to convert the Indians. Their remote mission was previously run by the Catholics, before the natives murdered them all. They are sent by the pompous Leslie Huben, who runs the missionary effort in the area but who seems more concerned about competing with his Catholic 'rivals' than in the Indians themselves. Hazel is terrified of the Indians while Martin is fascinated. Soon American pilot Lewis Moon joins the Indian tribe but is attracted by Leslie's young wife, Andy. Can the interaction of these characters and cultures, and the advancing bulldozers of civilization, avoid disaster?",en,Tom Berenger,46.352,John Lithgow,42.555,Daryl Hannah,47.329
2436,1991-12-06,Star Trek VI: The Undiscovered Country, Science Fiction Action Adventure Thriller,7.0,26.625,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",en,William Shatner,40.379,Leonard Nimoy,20.582,DeForest Kelley,18.834
